term,definition,url
Housing and Economic Recovery Act (HERA),"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/h/housing-and-economic-recovery-act-hera.asp
Housing Authority Bond,"Andy Smith is a Certified Financial Planner (CFP®), licensed realtor and educator with over 35 years of diverse financial management experience. He is an expert on personal finance, corporate finance and real estate and has assisted thousands of clients in meeting their financial goals over his career.",https://www.investopedia.com/terms/h/housing-authority-bonds.asp
Housing Bonds,"Housing bonds are debt securities, a variation of municipalrevenue bonds, issued by state or local governments to raise money for affordable housing development projects.",https://www.investopedia.com/terms/h/housingbonds.asp
Housing Bubble,"A housing or real estate bubble is a run-up in housing prices fueled by demand, speculation, and exuberant spending. Housing bubbles usually start with increased demand in the face of limited supply.Speculatorsfurther drive up demand by investing money into the market. When demand decreases or stagnates as supply increases, prices drop, and the bubble bursts.",https://www.investopedia.com/terms/h/housing_bubble.asp
Housing Expense Ratio,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/h/housing_expense_ratio.asp
Housing Market Index,"The NAHB/Wells Fargo Housing Market Index (HMI) is a monthly sentiment survey of members of the National Association of Home Builders (NAHB). The index measures sentiment among builders of U.S. single-family homes, and is a widely watched gauge of the U.S. housing sector. Since housing represents is a large capital investment and spurs additional consumer spending on appliances and furnishings, housing market indices help to monitor the overall health of the economy.",https://www.investopedia.com/terms/h/housingmarketindex.asp
Housing Starts,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/h/housingstarts.asp
Housing Unit,"A housing unit is a single unit within a larger structure that can be used by an individual or household to eat, sleep, and live. The unit can be in any type of residence, such as a house, apartment, or mobile home, and may also be a single unit in a group of rooms.",https://www.investopedia.com/terms/h/housingunits.asp
Howey Test,Investopedia / Ryan Oakley,https://www.investopedia.com/terms/h/howey-test.asp
HSA Custodian,"Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/h/hsa-custodian.asp
Hub and Spoke Structure,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/h/hub_and_spoke_structure.asp
Hubbert Curve,"Katrina Ávila Munichiello is an experienced editor, writer, fact-checker, and proofreader with more than fourteen years of experience working with print and online publications.",https://www.investopedia.com/terms/h/hubbert-curve.asp
Hubbert's Peak Theory,"Erika Rasure is globally-recognized as a leading consumer economics subject matter expert, researcher, and educator. She is a financial therapist and transformational coach, with a special interest in helping women learn how to invest.",https://www.investopedia.com/terms/h/hubbert-peak-theory.asp
Hubris,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/h/hubris.asp
HUD-1 Form,"A HUD-1 form, also called a HUD-1 Settlement Statement, is a standardized mortgage lending document. Creditors or their closing agents use this form to create an itemized list of all charges and credits to the buyer and to the seller in a consumer credit mortgage transaction. A HUD-1 form is most commonly used forreverse mortgagesand mortgagerefinancetransactions.",https://www.investopedia.com/terms/h/hud-1.asp
HUF (Hungarian Forint),"Thomas J Catalano is a CFP and Registered Investment Adviser with the state of South Carolina, where he launched his own financial advisory firm in 2018. Thomas' experience gives him expertise in a variety of areas including investments, retirement, insurance, and financial planning.",https://www.investopedia.com/terms/h/huf.asp
Hulbert Rating,"Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/h/hulbert-rating.asp
Hull-White Model,"The Hull-White model is a single-factor interest model used to priceinterest rate derivatives. The Hull-White model assumes that short rates have a normal distribution and that the short rates are subject tomean reversion. Volatility is thus likely to be low when short rates are near zero, which is reflected in a larger mean reversion in the model.",https://www.investopedia.com/terms/h/hullwhite-model.asp
Human Capital,"Thomas J Catalano is a CFP and Registered Investment Adviser with the state of South Carolina, where he launched his own financial advisory firm in 2018. Thomas' experience gives him expertise in a variety of areas including investments, retirement, insurance, and financial planning.",https://www.investopedia.com/terms/h/humancapital.asp
Human Development Index (HDI),"Erika Rasure is globally-recognized as a leading consumer economics subject matter expert, researcher, and educator. She is a financial therapist and transformational coach, with a special interest in helping women learn how to invest.",https://www.investopedia.com/terms/h/human-development-index-hdi.asp
Human-Life Approach,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/h/humanlifeapproach.asp
Human Resource Planning (HRP),"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/h/human-resource-planning.asp
Human Resources (HR),"Amanda Bellucco-Chatham is an editor, writer, and fact-checker with years of experience researching personal finance topics. Specialties include general financial planning, career development, lending, retirement, tax preparation, and credit.",https://www.investopedia.com/terms/h/humanresources.asp
Humped Yield Curve,Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/h/humped-yield-curve.asp
Hundredweight (Cwt),Investopedia / Dennis Madamba,https://www.investopedia.com/terms/h/hundredweight.asp
Hung Convertibles,"Charlene Rhinehart is a CPA , CFE, chair of an Illinois CPA Society committee, and has a degree in accounting and finance from DePaul University.",https://www.investopedia.com/terms/h/hung-convertibles.asp
Hurdle Rate,Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/h/hurdlerate.asp
Hybrid Annuity,"A hybridannuityis a retirement income investment that allows investors to split their funds between fixed-rate and variable-rate components. Investors can divide their savings between conservative assets that offer a low but guaranteed rate of return and riskier assets that offer the potential for higher returns. As in any annuity, the goal is to create a steady stream of income during retirement.",https://www.investopedia.com/terms/h/hybrid_annuity.asp
Hybrid ARM,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/h/hybridarm.asp
Hybrid Fund,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/h/hybridfund.asp
Hybrid Security,"A hybrid security is a single financial security that combines two or more different financial instruments. Hybrid securities, often referred to as ""hybrids,"" generally combine both debt and equity characteristics. The most common type of hybrid security is aconvertible bondthat has features of an ordinary bond but is heavily influenced by the price movements of the stock into which it is convertible.",https://www.investopedia.com/terms/h/hybridsecurity.asp
Hydraulic Fracturing,"Hydraulic fracturing, commonly known as ""fracking"", is a process that injects high-pressure liquid into an oil- or gas-bearing rock formation to create fractures. This pressure typically yields improved flows, making it useful for oil and gas firms seeking more economical production in areas that would otherwise produce low-flow wells.",https://www.investopedia.com/terms/h/hydraulic-fracturing.asp
Hydrocarbon,"Thomas J Catalano is a CFP and Registered Investment Adviser with the state of South Carolina, where he launched his own financial advisory firm in 2018. Thomas' experience gives him expertise in a variety of areas including investments, retirement, insurance, and financial planning.",https://www.investopedia.com/terms/h/hydrocarbon.asp
Hyperdeflation,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/h/hyperdeflation.asp
Hyperinflation,"Hyperinflation is a term that describes and measures rapid, excessive, and out-of-control general price increases that result in extreme inflation.Inflationmeasures the pace of rising prices for goods and services in an economy. Hyperinflation indicates uncontrollable price increases over a defined period, typically measuring more than 50% per month.",https://www.investopedia.com/terms/h/hyperinflation.asp
Hyperledger,"Hyperledger is a global enterprise blockchain project that offers the necessary framework, standards, guidelines, and tools to buildopen-sourceblockchainsand related applications for use across various industries. Hyperledger's projects include a variety of enterprise-ready permissioned blockchain platforms and plug-and-play options.",https://www.investopedia.com/terms/h/hyperledger.asp
Hyperledger Burrow,"Erika Rasure is globally-recognized as a leading consumer economics subject matter expert, researcher, and educator. She is a financial therapist and transformational coach, with a special interest in helping women learn how to invest.",https://www.investopedia.com/terms/h/hyperledger-burrow.asp
Hyperledger Composer,"Hyperledger Composer is a set ofopen source toolsthat allows business owners, operators, and developers a way to createblockchainapplications andsmart contractsaimed at solving business problems and/or improving operational efficiencies. It is an example of a commercial application ofblockchain-as-a-service(BaaS). Hyperledger Composer is one of the severalHyperledgerprojects hosted by The Linux Foundation in collaboration with corporate members.﻿﻿﻿﻿",https://www.investopedia.com/terms/h/hyperledger-composer.asp
Hyperledger Explorer,"Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/h/hyperledger-explorer.asp
Hyperledger Fabric,"Erika Rasure is globally-recognized as a leading consumer economics subject matter expert, researcher, and educator. She is a financial therapist and transformational coach, with a special interest in helping women learn how to invest.",https://www.investopedia.com/terms/h/hyperledger-fabric.asp
Hyperledger Iroha,"Amilcar has 10 years of FinTech, blockchain, and crypto startup experience and advises financial institutions, governments, regulators, and startups.",https://www.investopedia.com/terms/h/hyperledger-iroha.asp
Hyperledger Sawtooth,"Hyperledger Sawtooth is anopen sourceproject under theHyperledgerumbrella, and works as an enterprise levelblockchainsystem used for creating and operatingdistributed ledgerapplications and networks particularly for use by enterprises.",https://www.investopedia.com/terms/h/hyperledger-sawtooth.asp
Hypermarket,"A hypermarket is a retail store that combines a department store and a grocery supermarket. Often a very large establishment, hypermarkets offer a wide variety of products such as appliances, clothing, and groceries.",https://www.investopedia.com/terms/h/hypermarket.asp
HyperText Markup Language (HTML),"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/h/html.asp
Hypothecation,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/h/hypothecation.asp
Hypothesis Testing,"Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/h/hypothesistesting.asp
Hysteresis,"Hysteresis in the field of economics refers to an event in the economy that persists even after the factors that led to that event have been removed or otherwise run their course. Hysteresis often occurs following extreme or prolonged economic events such as an economic crash orrecession. After a recession, for example, the unemployment rate may continue to increase despite growth in the economy and the technical end of the recession.",https://www.investopedia.com/terms/h/hysteresis.asp
Iceberg Order,Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/i/icebergorder.asp
Ichimoku Cloud,Investopedia / Lara Antal,https://www.investopedia.com/terms/i/ichimoku-cloud.asp
Ichimoku Kinko Hyo Indicator & FIve Components Explained,Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/i/ichimokuchart.asp
ICON Cryptocurrency (ICX),"Erika Rasure is globally-recognized as a leading consumer economics subject matter expert, researcher, and educator. She is a financial therapist and transformational coach, with a special interest in helping women learn how to invest.",https://www.investopedia.com/terms/i/icon-cryptocurrency.asp
Ideation,"Thomas J Catalano is a CFP and Registered Investment Adviser with the state of South Carolina, where he launched his own financial advisory firm in 2018. Thomas' experience gives him expertise in a variety of areas including investments, retirement, insurance, and financial planning.",https://www.investopedia.com/terms/i/ideation.asp
Identifiable Asset,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/i/identifiable_asset.asp
Identity Theft,Investopedia / Eliana Rodgers,https://www.investopedia.com/terms/i/identitytheft.asp
Idiosyncratic Risk,Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/i/idiosyncraticrisk.asp
"What Is Idle Time, and What Does It Mean for Businesses?","Katrina Ávila Munichiello is an experienced editor, writer, fact-checker, and proofreader with more than fourteen years of experience working with print and online publications.",https://www.investopedia.com/terms/i/idle-time.asp
Illiquid,"Illiquid refers to the state of a stock, bond, or other assets that cannot easily and readily be sold or exchanged for cash without a substantial loss in value. Illiquid assets may be hard to sell quickly because there is low trading activity or interest in the issue, indicated by a lack of ready and willing investors or speculators to purchase or sell the asset. As a result, illiquid assets tend to have lower trading volume, widerbid-ask spreads,and greater price volatility.",https://www.investopedia.com/terms/i/illiquid.asp
Immediate Family,"Erika Rasure is globally-recognized as a leading consumer economics subject matter expert, researcher, and educator. She is a financial therapist and transformational coach, with a special interest in helping women learn how to invest.",https://www.investopedia.com/terms/i/immediate-family.asp
Immediate Or Cancel Order (IOC),"An immediate or cancel order (IOC) is an order to buy or sell a security that willexecuteall or part immediately and then cancel any unfilled portion of the order. An IOC order is one of several ""duration,"" ortime-in-forceorders, that investors can use to specify how long the order remains active in the market and under what conditions the order is canceled.",https://www.investopedia.com/terms/i/immediateorcancel.asp
Immediate Payment Annuity,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/i/immediatepaymentannuity.asp
Immunization,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/i/immunization.asp
Impact Investing,"Impact investing involves making investments to help create beneficial social or environmental effects while also generating financial gains. Thisinvestment strategycan involve differentasset classes, such as stocks, bonds, mutual funds, or microloans. The point of impact investing is to use money and investment capital for positive social results.",https://www.investopedia.com/terms/i/impact-investing.asp
"Impaired Asset: Meaning, Causes, How to Test, and How to Record",An impaired asset is a company asset that has declined in value and is no longer worth its original cost.,https://www.investopedia.com/terms/i/impairedasset.asp
Impaired Credit,"Impaired credit typically refers to a deterioration in the perceived creditworthiness of an individual, a business, or other entity. Impaired credit is usually reflected for individuals in a lowercredit scoreand for businesses and other entities as a lowercredit rating. Would-be borrowers with impaired credit will find it harder to obtain loans and generally have to pay higher interest rates if they do. Impaired credit can be either a temporary and fixable condition or a warning sign that even greater financial distress may lie ahead.",https://www.investopedia.com/terms/i/impairedcredit.asp
Impairment,"In accounting, impairment is an unexpected deterioration in an asset's ability to generate future economic benefits. It requires a write-down to prevent financial overstatement.",https://www.investopedia.com/terms/i/impairment.asp
"Impeachment: Meaning, Overview, and Examples","Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/i/impeachment.asp
Imperfect Competition,"Erika Rasure is globally-recognized as a leading consumer economics subject matter expert, researcher, and educator. She is a financial therapist and transformational coach, with a special interest in helping women learn how to invest.",https://www.investopedia.com/terms/i/imperfect_competition.asp
Imperfect Market,"Erika Rasure is globally-recognized as a leading consumer economics subject matter expert, researcher, and educator. She is a financial therapist and transformational coach, with a special interest in helping women learn how to invest.",https://www.investopedia.com/terms/i/imperfectmarket.asp
Implicit Cost,Implicit costs are revenue that an entity forgoes when it uses an asset it owns rather than selling or renting it.,https://www.investopedia.com/terms/i/implicitcost.asp
Implied Authority,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/i/implied-authority.asp
Implied Contract,"Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/i/implied_contract.asp
Implied Rate,"Thomas J Catalano is a CFP and Registered Investment Adviser with the state of South Carolina, where he launched his own financial advisory firm in 2018. Thomas' experience gives him expertise in a variety of areas including investments, retirement, insurance, and financial planning.",https://www.investopedia.com/terms/i/impliedrate.asp
Implied Volatility (IV),Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/i/iv.asp
Import,Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/i/import.asp
Import Duty,"Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/i/import-duty.asp
Import Substitution Industrialization,Investopedia / Michela Buttignol,https://www.investopedia.com/terms/i/importsubstitutionindustrialization.asp
Impression,"Amilcar has 10 years of FinTech, blockchain, and crypto startup experience and advises financial institutions, governments, regulators, and startups.",https://www.investopedia.com/terms/i/impression.asp
Imprest,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/i/imprest.asp
Impulse Wave Pattern,Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/i/impulsewave.asp
Imputed Value,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/i/imputed-value.asp
"Imputed Interest: What is is, How to Calculate, FAQs","Imputed interest is a term used in tax law to describe a situation where a lender charges no interest on a loan, but the Internal Revenue Service (IRS) considers the loan to have been made at an interest rate that is ""imputed"" or implied by market conditions. This can happen when a lender charges a lower interest rate than the market rate, or when a borrower receives a loan from a family member or friend at a below-market interest rate. In such cases, the IRS may require the lender to pay taxes on the difference between the actual interest rate and the imputed interest rate.",https://www.investopedia.com/terms/i/imputedinterest.asp
In-App Purchasing,"In-app purchasing refers to the buying of goods and services from inside an application on a mobile device, such as a smartphone or tablet. In-app purchases allow developers to provide their applications for free. The developer then advertises upgrades to the paid version, paid feature unlocks, special items for sale, or evenadsother apps and services to anyone who downloads the free version. This allows the developer to profit despite giving the basic app itself away for free.",https://www.investopedia.com/terms/i/inapp-purchasing.asp
In Escrow,"Erika Rasure is globally-recognized as a leading consumer economics subject matter expert, researcher, and educator. She is a financial therapist and transformational coach, with a special interest in helping women learn how to invest.",https://www.investopedia.com/terms/i/in-escrow.asp
In-House,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/i/in-house.asp
In-House Financing,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/i/inhousefinancing.asp
In-Service Withdrawal,Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/i/inservicewithdrawal.asp
In Specie,"The phrasein specieis used to describe the transfer of an asset as it is in its current form rather than in its cash equivalent. In specie is a Latin phrase that is translated to English as in its actual form. Assets that are commonly transferred in specie are property, shares, ordividends. There are tax benefits to some in specie transactions, including favorable tax treatment.",https://www.investopedia.com/terms/i/in_specie.asp
In the Money (ITM),"Amanda Bellucco-Chatham is an editor, writer, and fact-checker with years of experience researching personal finance topics. Specialties include general financial planning, career development, lending, retirement, tax preparation, and credit.",https://www.investopedia.com/terms/i/inthemoney.asp
Incentive Stock Options (ISOs),Investopedia / Daniel Fishel,https://www.investopedia.com/terms/i/iso.asp
Incidence Rate,Investopedia / Julie Bang,https://www.investopedia.com/terms/i/incidence-rate.asp
Incidental Expenses (IE),"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/i/incidentalexpenses.asp
Income,Investopedia / Matthew Collins,https://www.investopedia.com/terms/i/income.asp
Income Annuity,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/i/income_annuity.asp
Income Approach,Investopedia / Michela Buttignol,https://www.investopedia.com/terms/i/income-approach.asp
Income Effect,"The income effect, inmicroeconomics, is the resultant change in demand for a good or service caused by an increase or decrease in a consumer's purchasing power orreal income. As one's income grows, the income effect predicts that people will begin to demand more (and vice-versa).",https://www.investopedia.com/terms/i/incomeeffect.asp
Income Elasticity of Demand,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/i/incomeelasticityofdemand.asp
Income from Operations (IFO),Investopedia / Jake Shi,https://www.investopedia.com/terms/i/ifo.asp
Income Fund,"An income fund is a type ofmutual fundor exchange-traded fund (ETF) that emphasizescurrent income, either on a monthly or quarterly basis, as opposed tocapital gains or appreciation. Such funds usually hold a variety of government, municipal, and corporate debt obligations,preferred stock, money market instruments, and dividend-paying stocks.",https://www.investopedia.com/terms/i/incomefund.asp
Income in Respect of a Decedent (IRD),"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/i/income_respectof_decedent.asp
Income Inequality,Investopedia / Sabrina Jiang,https://www.investopedia.com/terms/i/income-inequality.asp
Income Per Capita,"David is comprehensively experienced in many facets of financial and legal research and publishing. As an Investopedia fact checker since 2020, he has validated over 1,100 articles on a wide range of financial and investment topics.",https://www.investopedia.com/terms/i/income-per-capita.asp
Income Property,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/i/income_property.asp
Income Smoothing,"Income smoothing uses accounting techniques to level out fluctuations innet incomefrom one period to the next. Companies indulge in this practice because investors are generally willing to pay a premium for stocks with steady and predictableearningsstreams as opposed to stocks whose earnings are subject to more volatile patterns, which can be regarded as riskier.",https://www.investopedia.com/terms/i/income-smoothing.asp
Income Statement,"An essential financial document that reports revenue, expenses, gains, and losses",https://www.investopedia.com/terms/i/incomestatement.asp
Income Stock,"An income stock is a security that pays regular, often steadily increasing,dividends.",https://www.investopedia.com/terms/i/incomestock.asp
Income Tax,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/i/incometax.asp
Income Tax Payable,"Michelle P. Scott is a New York attorney with extensive experience in tax, corporate, financial, and nonprofit law, and public policy. As General Counsel, private practitioner, and Congressional counsel, she has advised financial institutions, businesses, charities, individuals, and public officials, and written and lectured extensively.",https://www.investopedia.com/terms/i/incometaxpayable.asp
Incontestability Clause,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/i/incontestability-clause.asp
Incorporation,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/i/incorporate.asp
Incoterms,Katie Kerpel / Investopedia,https://www.investopedia.com/terms/i/incoterms.asp
Incremental Analysis,Investopedia / Jake Shi,https://www.investopedia.com/terms/i/incremental-analysis.asp
Incremental Capital Output Ratio (ICOR),"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/i/icor.asp
"Incremental Cost of Capital: What It is, How It Works",Incremental cost of capital is a capital budgeting term that refers to the average cost a company incurs to issue one additional unit of debt or equity. The incremental cost of capital varies according to how many additional units of debt or equity a company wishes to issue. Being able to accurately calculate cost of capital and the incremental effects of issuing more equity or debt can help businesses reduce their overall financing costs.,https://www.investopedia.com/terms/i/incremental-cost-of-capital.asp
