term,definition,url
NACHA,"Nacha is the steward of the electronic system that connects all U.S. bank accounts and facilitates the movement of money among them. According to the organization, $73 trillion moved through itsAutomated Clearing House (ACH)Network in 2021.",https://www.investopedia.com/terms/n/nacha.asp
Narrow Money,"Narrow money is a category of money supply that includes all physical money such as coins and currency,demand deposits, and otherliquid assetsheld by a central bank.",https://www.investopedia.com/terms/n/narrowmoney.asp
Nasdaq Global Select Market Composite,"The NASDAQ Global Select Market Composite is a market capitalization-weightedindexmade up of U.S.-based and international stocks that represent the NASDAQ Global Select Market. As of August 2020, the NASDAQ Global Select Market Composite consisted of more than 1,400 stocks that meet Nasdaq's strict financial and liquidity requirements and corporate governance standards.﻿﻿",https://www.investopedia.com/terms/n/nqgs.asp
National Association of Investors Corp. (NAIC),"The National Association of Investors Corp. (NAIC) is a nonprofit organization founded in 1951, and dedicated to providing investor education and promote investor success. The association is based in Madison Heights, Mich., and is composed ofinvesting clubsalong with individual investors from around the United States. The organization today goes mainly by the name BetterInvesting.",https://www.investopedia.com/terms/n/naic.asp
National Association of Real Estate Investment Trusts (Nareit),The National Association of Real Estate Investment Trusts (Nareit) is a trade association that represents the interests ofreal estate investment trusts (REITs)and other public companies that deal with the U.S.real estatemarket.,https://www.investopedia.com/terms/n/nareit.asp
National Credit Union Administration (NCUA),The National Credit Union Administration (NCUA) is an agency of the United States federal government. The federal government created theNCUAto monitor federal credit unions across the country.,https://www.investopedia.com/terms/n/ncua.asp
National Income Accounting,Governments use national income accounting to study a country's economic activity.,https://www.investopedia.com/terms/n/national_income_accounting.asp
National Market System (NMS),"The National Market System (NMS) promotes free market transparency by regulating how all major exchanges disclose and execute trades. It is the system forequitytrading and order fulfillment in the U.S. that consists of trading, clearing, depository, and quote distribution functions. The NMS governs the activities of all formal U.S. stockexchangesand the NASDAQ market.",https://www.investopedia.com/terms/n/nms.asp
National Securities Clearing Corporation (NSCC),"National Securities Clearing Corporation (NSCC) is a subsidiary of Depository Trust & Clearing Corporation (DTCC) that provides centralized clearing, risk management, information, and settlement services to the financial industry.",https://www.investopedia.com/terms/n/nscc.asp
Nationalization,"Nationalization refers to the action of a government taking control of a company or industry, which generally occurs without compensation for the loss of thenet worthof seized assets and potential income. The action may be the result of a nation's attempt toconsolidate power, resentment of foreign ownership of industries representing significant importance to local economies or to prop up failing industries.",https://www.investopedia.com/terms/n/nationalization.asp
Natural Gas Liquids,"Natural gas liquids (NGL) are components of natural gas that are separated from the gas state in the form of liquids. This separation occurs in a field facility or a gas processing plant through absorption, condensation, or other methods. There are several types of natural gas liquids and many different applications for NGL products.",https://www.investopedia.com/terms/n/natural-gas-liquids.asp
Natural Language Processing (NLP),"Natural Language Processing (NLP) is a field of artificial intelligence (AI) that enables computers to analyze and understand human language, both written and spoken. It was formulated to build software that generates and comprehends natural languages so that a user can have natural conversations with a computer instead of through programming or artificial languages like Java or C.",https://www.investopedia.com/terms/n/natural-language-processing-nlp.asp
Natural Selection,"In modern biology, natural selection is a process whereby species which have traits that enable them to adapt in an environment survive and reproduce, and then pass on their genes to the next generation. Natural selection means that species that can adapt to a specific environment will grow in numbers and eventually greatly outnumber those species that cannot adapt.",https://www.investopedia.com/terms/n/natural-selection.asp
Near Money,"Near money, sometimes referred to as quasi-money or cash equivalents, is a financial economics term describing non-cash assets that are highlyliquidand easily converted to cash.",https://www.investopedia.com/terms/n/near-money.asp
Near the Money,"The phrase ""near the money"" refers to anoptions contractwhose strike price is close to the current market price of the corresponding underlying security. Near-the-money is synonymous with at-the-money. It is very seldom that the underlying asset's price will be exactly at the strike price.",https://www.investopedia.com/terms/n/near-the-money.asp
Negative Amortization,"Negative amortization is a financial term referring to an increase in theprincipalbalance of a loan caused by a failure to cover theinterestdue on that loan. For example, if the interest payment on a loan is $500, and the borrower only pays $400, then the $100 difference would be added to the loan's principal balance.",https://www.investopedia.com/terms/n/negativeamortization.asp
Negative Bond Yield,A negative bond yield is when an investor receives less money at thebond'smaturity than the original purchase price for the bond. A negative bond yield is an unusual situation in which issuers of debt arepaidto borrow.,https://www.investopedia.com/terms/n/negative-bond-yield.asp
Negative Feedback,"Negative feedback can be defined as a system where outputs mute or moderate the initial inputs, with a dampening effect. In the context ofcontrarian investment, an investor using a negative feedback strategy would buy stocks when prices decline and sell stocks when prices rise, which is the opposite of what most people do. Negative feedback, by this definition, helps make markets less volatile by pushing systems towards equilibrium.",https://www.investopedia.com/terms/n/negative-feedback.asp
Negative Goodwill (NGW),"In business, negative goodwill (NGW) is a term that refers to thebargain purchaseamount of money paid, when a company acquires another company or its assets for significantly less their fair market values. Negative goodwill,also know as badwill, generally indicates that the selling party is distressed or has declared bankruptcy, and faces no other option but to unload its assets for a fraction of their worth.",https://www.investopedia.com/terms/n/negativegoodwill.asp
Negotiable Bill of Lading,"Lading is the process of loading cargo onto a ship or vessel, and a negotiable bill of lading is one kind ofbill of lading. The bill of lading is a legal document between the shipper and carrier, detailing the type, quantity, and destination of goods being carried. The negotiable bill of lading is distinguished by the fact that it is a contract of carriage that can be transferred to athird party.",https://www.investopedia.com/terms/n/negotiable-bill-of-lading.asp
Net Cash,Net cash is a figure that is reported on a company’s financial statements. It is calculated by subtracting a company’s total liabilities from its totalcash.,https://www.investopedia.com/terms/n/net-cash.asp
Net Debt-to-EBITDA Ratio,"The net debt-to-EBITDA(earnings before interest depreciation and amortization) ratio is a measurement of leverage, calculated as a company's interest-bearing liabilities minus cash or cash equivalents, divided by its EBITDA. The net debt-to-EBITDA ratio is a debt ratio that shows how many years it would take for a company to pay back its debt if net debt and EBITDA are held constant. However, if a company has more cash than debt, the ratio can be negative. It is similar to thedebt/EBITDA ratio, but net debt subtracts cash and cash equivalents while the standard ratio does not.",https://www.investopedia.com/terms/n/net-debt-to-ebitda-ratio.asp
Net Domestic Product (NDP),Net domestic product (NDP) is an annual measure of the economic output of a nation that is calculated by subtractingdepreciationfromgross domestic product (GDP). It is the market value of goods and services produced in a nation minus the value of the capital used to produce those goods and services.,https://www.investopedia.com/terms/n/netdomesticproduct.asp
Net Foreign Assets (NFA),"Net foreign assets (NFA) determine whether a country is a creditor or debtor nation by measuring the difference in its externalassetsand liabilities. NFA refer to the value of overseas assets owned by a nation, minus the value of its domestic assets that are owned by foreigners, adjusted for changes in valuation andexchange rates.",https://www.investopedia.com/terms/n/net-foreign-assets-nfa.asp
Net Foreign Factor Income (NFFI),Net foreign factor income (NFFI) is the difference between a nation’sgross national product(GNP) and itsgross domestic product(GDP).,https://www.investopedia.com/terms/n/net-foreign-factor-income-nffi.asp
Net Income (NI),"Net income (NI), also called net earnings, is a useful number for investors to assess how much revenue exceeds the expenses of an organization. The formula to determine net income is sales minuscost of goods sold, selling, general and administrative expenses, operating expenses, depreciation, interest, taxes, and other expenses.",https://www.investopedia.com/terms/n/netincome.asp
Net International Investment Position (NIIP),"A net international investment position (NIIP) measures the gap between a nation’s stock of foreignassetsand a foreigner's stock of that nation's assets. Essentially, it can be viewed as a nation’sbalance sheetwith the rest of the world at a specific point in time.",https://www.investopedia.com/terms/n/net-international-investment-position-niip.asp
Net Investment,"Net investment is the total amount of money that a company spends oncapital assets, minus the cost of thedepreciationof those assets. This figure provides a sense of the real expenditure on durable goods such as plants, equipment, and software that are being used in the company's operations.",https://www.investopedia.com/terms/n/netinvestment.asp
Net Investment Income (NII),"Net investment income (NII), for tax purposes, is the total amount of money received from assets such as stocks, bonds, and mutual funds, minus related expenses.",https://www.investopedia.com/terms/n/netinvestmentincome.asp
Net Present Value of Growth Opportunities (NPVGO),The net present value of growth opportunities (NPVGO) is a calculation of the net present value per share of all future cash flows involved with growth opportunities such as new projects or potential acquisitions. Thenet present valueof growth opportunities is used to determine the intrinsic value per share of these growth opportunities in order to determine how much of the firm's current per-share value is determined by them.,https://www.investopedia.com/terms/n/npvgo.asp
Net Present Value Rule,The net present value rule is the idea that company managers and investors should only invest in projects or engage in transactions that have a positivenet present value(NPV). They should avoid investing in projects that have a negative net present value. It is a logical outgrowth of net present value theory.,https://www.investopedia.com/terms/n/npv-rule.asp
Net Sales,"Net sales is the sum of a company'sgross salesminus its returns, allowances, and discounts. Net sales calculations are not always transparent externally. They can often be factored into the reporting of top line revenues reported on the income statement.",https://www.investopedia.com/terms/n/netsales.asp
Net Tangible Assets,"The term nettangible assetsrefers to the total physical assets of a company minus all intangible assets and liabilities. In other words, net tangible assets focus on physical assets such asproperty, plant, and equipment(PP&E), as well as inventories and cash instruments. Physical assets are anything that is listed on a company's balance sheet while intangible assets are those without a physical form. Acompany's net tangible assetscan help it secure financing and determine how much risk it carries.",https://www.investopedia.com/terms/n/nettangibleassets.asp
Network Effect,"The network effect is a phenomenon whereby increased numbers of people or participants improve thevalue of a good or service. The more popular a business or product grows, the more the users effectively act as salesmen, spreading the word about the entity or item.",https://www.investopedia.com/terms/n/network-effect.asp
Neutrality Of Money,"The neutrality of money, also called neutral money, is an economic theorystating that changes in themoney supplyonly affectnominalvariables and not real variables. In other words, the theory says that the amount of money printed bycentral bankscan impact prices and wages, but not the output or structure of the economy.",https://www.investopedia.com/terms/n/neutrality_of_money.asp
New Home Sales,"New Home Sales, also known as ""new residential sales,"" is aneconomic indicatorpublished monthly by theU.S Census Bureauthat measures sales of newly built homes.﻿﻿",https://www.investopedia.com/terms/n/newhomesales.asp
New Indications,"New indications is a termpharmaceutical companiesuse to refer to new evidence signifying that there may be new applications for an existing drug or procedure. This type of news is closely followed by investors, who can access such findings through the press releases issued on companies’investor relationspages.",https://www.investopedia.com/terms/n/new-indications.asp
New Keynesian Economics,New Keynesian economics is a modernmacroeconomicschool of thought that evolved from classicalKeynesian economics. This revised theory differs from classical Keynesian thinking in terms of how quickly pricesand wagesadjust.,https://www.investopedia.com/terms/n/new-keynesian-economics.asp
New Paradigm,"In investing, a new paradigm is a revolutionary new concept or way of doing things that replaces old beliefs and ways of doing things.",https://www.investopedia.com/terms/n/newparadigm.asp
New York Mercantile Exchange (NYMEX),"The New York Mercantile Exchange (NYMEX) is the world's largest physical commodityfutures exchangeand is today part of theChicago Mercantile Exchange Group(CME Group), which is the world’s leading and most diverse derivatives marketplace. CME Group consists of four exchanges:Chicago Mercantile Exchange(CME),Chicago Board of Trade(CBOT), NYMEX, and theCommodity Exchange, Inc.(COMEX). Each exchange lists a wide range of futures products, commodities, and global benchmarks across major asset classes.",https://www.investopedia.com/terms/n/nymex.asp
New York Stock Exchange (NYSE),"The New York Stock Exchange (NYSE) is astock exchangelocated in New York City that is the largestequities-based exchange in the world, based on the totalmarket capitalizationof its listed securities.",https://www.investopedia.com/terms/n/nyse.asp
Newly Industrialized Country (NIC),"A newly industrialized country (NIC) is a term used by political scientists andeconomiststo describe a country whose level of economic development ranks it somewhere between developing and highly developed classifications. These countries have moved away from an agriculture-based economy and into a more industrialized, urban economy. Experts also know them as ""newly industrializing economies"" or ""advanced developing countries.""",https://www.investopedia.com/terms/n/newly-industrialized-country.asp
News Trader,"A news trader is a trader or investor who makes decisions based on news announcements. Breaking news, economic reports, and other reported events can have a short-lived effect on the price action of stocks, bonds, and other securities. News traders try to profit by taking advantage ofmarket sentimentleading up to the release of important news and/or trading on the market's response to the news after the fact.",https://www.investopedia.com/terms/n/news-trader.asp
Next of Kin,"Next of kin refers to a person's closest living relative(s). Individuals who count as next of kin include those with a blood relation, such as children, or those with legal standing, such as spouses or adopted children. A person's next of kin often takes precedence over others ininheritancecases, especially whena willisn't established.",https://www.investopedia.com/terms/n/next-of-kin.asp
Night Depository,"A night depository is a secured bank drop box where account holders (usually small business owners or employees) can deposit their daily cash, checks, and credit card slips outside of normal banking hours (usually from 9 a.m. to 5 p.m.). The bank will collect thedepositsand credit them to the client's account on the following business day.",https://www.investopedia.com/terms/n/night-depository.asp
No-Load Fund,A no-load fund is a mutual fund in which shares are sold without a commission or sales charge.,https://www.investopedia.com/terms/n/no-loadfund.asp
No-Par Value Stock,"No-par value stock is issued without the specification of a par value indicated in a company'sarticles of incorporationor on itsstock certificates. Most shares issued are classified as no-par or low-par value stock, where prices of the latter are determined by the amount of cash investors are willing to pony up for the stocks on the open market.",https://www.investopedia.com/terms/n/noparvalue.asp
Nominal,"Nominal is a common financial term with several different meanings. In the first, it means very small or far below the real value or cost. In finance, this adjective modifies words such as a fee or charge. A nominal fee is below the price of the service provided or presumably easy for a consumer to afford, or a fee that is small enough that it does not have any meaningful impact on one's finances. Nominal may also refer to a rate that's been unadjusted for inflation.",https://www.investopedia.com/terms/n/nominal.asp
Nominal Yield,"A bond's nominal yield, depicted as a percentage, is calculated by dividing total interest paid annually by the face, orpar, value of the bond.",https://www.investopedia.com/terms/n/nominalyield.asp
Nomination Committee,"The term nomination committee refers to a committee that acts as part of an organization’scorporate governance. A nomination committee evaluates a firm'sboard of directorsand examines the skills and characteristics required of board candidates. Nomination committees may also have other duties, which vary from company to company.",https://www.investopedia.com/terms/n/nominationcommittee.asp
Non-Accelerating Inflation Rate of Unemployment,"The non-accelerating inflation rate of unemployment (NAIRU) is the specific level ofunemploymentthat is evident in an economy that does not causeinflationto increase. In other words, if unemployment is at the NAIRU level, inflation is constant. NAIRU often represents the equilibrium between the state of the economy and the labor market.",https://www.investopedia.com/terms/n/non-accelerating-rate-unemployment.asp
Non-Deliverable Swap (NDS),"A non-deliverable swap (NDS) is a variation on acurrency swapbetween major and minor currencies that are restricted or not convertible. This means there is no physical delivery of the two currencies involved, unlike a typical currency swap where there is an exchange of currency flows. Periodic settlement of an NDS is done on a cash basis, generally in U.S. dollars. The settlement value is based on the difference between the exchange rate specified in the swap contract and the spot rate, with one party paying the other the difference.",https://www.investopedia.com/terms/n/nondeliverableswap.asp
Non-Disclosure Agreement (NDA),A non-disclosure agreement (NDA) is a legally binding contract that establishes a confidential relationship between two parties: one that holds sensitive information and the other that will receive that sensitive information. The latter agrees that the information they receive won't be made available to others. An NDA may also be referred to as a confidentiality agreement.,https://www.investopedia.com/terms/n/nda.asp
Non-Marketable Security,"A non-marketable security is an asset that is difficult to buy or sell due to the fact that they are not traded on any majorsecondary market exchanges. Suchsecurities, often forms of debt or fixed-income securities, are usually only bought and sold through private transactions or in anover-the-counter (OTC)market.",https://www.investopedia.com/terms/n/non-marketable_securities.asp
Non-Member Banks,"Non-member banks are banks that are not members of the U.S.Federal Reserve System. As with member banks, non-member banks are subject toreserve requirements, which they have to maintain by placing a percentage of their deposits at aFederal Reserve Bank. Although non-member banks are not required to purchase stock in their district Federal Reserve banks, they still have access to services offered by the Federal Reserve, such as its discount window on the same terms as member banks.",https://www.investopedia.com/terms/n/non-member-banks.asp
Non-Operating Income,"Non-operating income is the portion of an organization'sincomethat is derived from activities not related to its core business operations. It can include items such asdividendincome,profitsor losses from investments, as well as gains or losses incurred by foreign exchange and asset write-downs. Non-operating income is also referred to as incidentalor peripheral income.",https://www.investopedia.com/terms/n/non-operating-income.asp
Nonaccrual Loan,"Nonaccrual loan is an accounting term in the lending industry for anunsecured loanthat is no longer generating its stated interest rate because no payment has been made by the borrower for 90 days or more. For a lender in business to earn interest, it has become anonperforming loan(NPL).",https://www.investopedia.com/terms/n/nonaccrual-loan.asp
Nonce,"Nonce, a portmanteau of “number used only once,” is a number that the Bitcoin mining program uses. It is included in the block header, then that information is hashed. If the resulting hexadecimal number adds up to a value of less than or equal to the network’s difficulty target, the miner’s block is added to the blockchain. Another is opened, and the process begins again.",https://www.investopedia.com/terms/n/nonce.asp
Noncumulative,"The term ""noncumulative"" describes a type ofpreferred stockthat does not pay stockholders any unpaid or omitted dividends. Preferred stock shares are issued with pre-established dividend rates, which may either be stated as a dollar amount or as a percentage of the par value. If the corporation chooses not to pay dividends in a given year,investorsforfeit the right to claim any of the unpaid dividends in the future.",https://www.investopedia.com/terms/n/noncumulative.asp
Noncurrent Assets,"Noncurrent assets are a company's long-term investments for which the full value will not be realized within the accounting year. They are typically highlyilliquid, meaning these assets cannot easily be converted into cash. Examples of noncurrent assets include investments, intellectual property, real estate, and equipment. Noncurrent assets appear on a company'sbalance sheet.",https://www.investopedia.com/terms/n/noncurrent-assets.asp
Nonfinancial Asset,"A nonfinancial asset is an asset that derives its value from its physical traits. Examples include real estate and vehicles. It also includes allintellectual property, such as patents and trademarks. The classification of possessions as nonfinancial assets is important to businesses as these items appear on a company's balance sheet and determine a multitude of factors, such as a company'smarket valueand debt profile.",https://www.investopedia.com/terms/n/nonfinancialasset.asp
Nonpassive Income and Losses,"Nonpassive income and losses constitute any income or losses that cannot be classified as passive. Nonpassive income includes anyactive incomesuch as wages,business income, or investment income. Nonpassive losses include losses incurred in theactive managementof a business. Nonpassive income and losses are usually declarable and deductible in the year incurred.",https://www.investopedia.com/terms/n/nonpassive-income-and-losses.asp
Normal Good,"Normal goods are consumer products such as food and clothing that exhibit a direct relationship between demand and income. As a consumer's income rises, the demand for normal goods also increases.",https://www.investopedia.com/terms/n/normal-good.asp
Normal Profit,Normal profit is a profit metric that takes into consideration both explicit and implicit costs. It may be viewed in conjunction with economic profit. Normal profit occurs when the difference between a company’s total revenue and combinedexplicitandimplicitcosts are equal to zero.,https://www.investopedia.com/terms/n/normal_profit.asp
Normal Yield Curve,"The normal yield curve is a yield curve in whichshort-term debtinstruments have a lower yield thanlong-term debtinstruments of the same credit quality. This gives the yield curve an upward slope. This is the most often seen yield curve shape, and it's sometimes referred to as the ""positive yield curve.""",https://www.investopedia.com/terms/n/normalyieldcurve.asp
Notching,Notching is the practice by credit rating agencies to give differentcredit ratingsto the particular obligations or debts of a single issuing entity or closely related entities.,https://www.investopedia.com/terms/n/notching.asp
Notice of Termination,"A notice of termination is what an employer uses to notify an employee as to the end of theiremployment contract. More broadly, it may also refer to the formal notification of the end of a contract between two or more parties. While a notice of termination usually is provided to an employee for reasons unrelated to their job performance—for example, because business conditions necessitate layoffs or downsizing—it may also be given to an employee for poor job performance or misconduct.",https://www.investopedia.com/terms/n/notice-of-termination.asp
Notional Value,"Notional value is a term often used by derivatives traders to refer to the total value of the underlying asset in a contract. It can be the total value of a position, how much value a position controls, or an agreed-upon amount in a contract. Put simply, it is the face value that is used to determine payments on a financial asset. This term is used when describing derivative contracts in the options, futures, forwards, and currency markets.",https://www.investopedia.com/terms/n/notionalvalue.asp
Numeraire,"Numeraire is an economic term of French origin, which acts as a benchmark in comparing the value of similar products or financial instruments. The word numeraire translates as ""money,"" ""coinage,"" or ""face value.""",https://www.investopedia.com/terms/n/numeraire.asp
Objective Probability,"Objective probability refers to the chances or the odds that an event will occur based on the analysis of concrete measures rather than hunches or guesswork. Each measure is a recorded observation, a hard fact, or part of a long history of collected data. The probability estimate is computed using mathematical equations that manipulate the data to determine the likelihood of an independent event occurring. An independent event is an event whose outcome is not influenced by prior events. Subjective probability, by contrast, may utilize some method ofdata analysisbut also uses guesstimates or intuition to determine the chances of a specific outcome.",https://www.investopedia.com/terms/o/objective-probability.asp
Obligation,"An obligation is the responsibility of a party to meet the terms of a contract or agreement. If an obligation is not met, the legal system often provides recourse for the injured party.",https://www.investopedia.com/terms/o/obligation.asp
Obsolete Inventory,Obsolete inventory is a term that refers toinventorythat is at the end of itsproduct life cycle. This inventory has not been sold or used for a long period of time and is not expected to be sold in the future. This type of inventory has to be written-down or written-off and can cause large losses for a company.,https://www.investopedia.com/terms/o/obsoleteinventory.asp
Occupancy Rate,"Occupancy rate is the ratio of rented or used space to the total amount of available space. Analysts use occupancy rates when discussing senior housing, hospitals, bed-and-breakfasts, hotels, and rental units, among other categories. In a call center, occupancy rate refers to the amount of time agents spend on calls compared to their total working hours.",https://www.investopedia.com/terms/o/occupancy-rate.asp
Occupational Safety And Health Act,"The Occupational Safety and Health Act is a law passed by the U.S. Congress in 1970 to ensure safe workplace conditions around the country. It established the federal Occupational Safety and Health Administration (OSHA), which sets and enforces workplace health and safety standards.",https://www.investopedia.com/terms/o/occupational-safety-and-health-act.asp
Odious Debt,"Odious debt, also known as illegitimate debt, is when a country's government changes and the successor government does not want to pay debts incurred by the previous government. Usually, successor governments argue that the previous government misappropriated money it had borrowed and that they should not be held responsible for the previous regime’s alleged misdeeds.",https://www.investopedia.com/terms/o/odious-debt.asp
Off-the-Run Treasuries,Off-the-run treasuries are all Treasury bonds and notes issued before the most recently issued bond or note of a particular maturity.,https://www.investopedia.com/terms/o/off-the-runtreasuries.asp
Office of the Superintendent of Financial Institutions (OSFI),"The Office of the Superintendent of Financial Institutions (OSFI) is an independent agency of the Government of Canada that is responsible for the supervision and regulation of banks, insurance companies, and trust and loan companies. The agency also regulates privatepension plans, which are subject to federal oversight.",https://www.investopedia.com/terms/o/office-of-the-superintendent-of-financial-institutions-osfi.asp
Offsetting Transaction,"An offsetting transaction cancels out the effects of another transaction. Offsetting transactions can occur in any market, but typically offsetting transactions refer to the options,futures, and exotic instrument markets. An offsetting transaction can meanclosinga transaction or taking another position in the opposite direction to cancel the effects of the first.",https://www.investopedia.com/terms/o/offsetting-transaction.asp
Offtake Agreement,"The term offtake agreement refers to an arrangement between a producer and buyer to purchase or sell portions of the producer's upcoming goods. Offtake agreements often help selling companies acquireproject financingfor future construction, expansion projects, or new equipment through the promise of future income and proof of existing demand for the goods. They are normally negotiated involatilemarkets before a company builds its factory or facility to secure a position in the market and a future revenue stream.",https://www.investopedia.com/terms/o/offtake-agreement.asp
OHLC Chart,"An OHLC chart is a type ofbar chartthat shows open, high, low, and closing prices for each period. OHLC charts are useful since they show the four major data points over a period, with theclosingprice being considered the most important by many traders.",https://www.investopedia.com/terms/o/ohlcchart.asp
Oil Field,"An oil field is a tract of land used for the purpose of extracting petroleum, such as natural gas orcrude oil,from the ground. Although some contest the exact origins of oil, most consider petroleum to be a ""fossil fuel"" created from dead organic material often found in ancient seabeds thousands of meters below the surface of the earth.",https://www.investopedia.com/terms/o/oil-field.asp
Oil Initially In Place (OIIP),"Oil initially in place (OIIP) is the amount ofcrude oilfirst estimated to be in a reservoir. Oil initially in place differs from oil reserves, as OIIP refers to the total amount of oil that is potentially in a reservoir and not the amount of oil that can be recovered. Calculating OIIP requires engineers to determine how porous the rock surrounding the oil is, how high water saturation might be and the net rock volume of the reservoir. The numbers for the aforementioned factors are established by conducting a series of test drills around the reservoir.",https://www.investopedia.com/terms/o/oil-initially-in-place.asp
Oil Pollution Act of 1990,The U.S. Congress enacted the Oil Pollution Act of 1990 (OPA) to streamline and strengthen the Environmental Protection Agency's (EPA) power to prevent oil spills. It was passed as an amendment to the Clean Water Act of 1972 following the Exxon Valdez oil spill of 1989. The Oil Pollution Act of 1990 is one of the most wide-reaching and critical pieces of environmental legislation ever passed.,https://www.investopedia.com/terms/o/oil-pollution-act-of-1990.asp
Oil Sands,"Oil sands, or tar sands, are sand and rock material that contain crudebitumen—a dense, viscous form ofcrude oil. Bitumen is too thick to flow on its own, so extraction methods are necessary. Bitumen is extracted and processed using two methods: mining and in-situ recovery.",https://www.investopedia.com/terms/o/oilsand.asp
Old Lady,"The ""Old Lady"" is an eighteenth-century nickname for the Bank of England. It is a short version of the Old Lady of Threadneedle Street, a reference to the bank’s address in the middle of London.",https://www.investopedia.com/terms/o/old_lady.asp
Oligopsony,An oligopsony is a market for a product or service which is dominated by a few large buyers. The concentration of demand in just a few parties gives each substantial power over thesellersand can effectively keep prices down.,https://www.investopedia.com/terms/o/oligopsony.asp
One Percent Rule,"The one percent rule, sometimes stylized as the ""1% rule,"" is used to determine if the monthly rent earned from a piece ofinvestment propertywill exceed that property's monthlymortgage payment. The goal of the rule is to ensure that the rent will be greater than or—at worst—equal to the mortgage payment, so the investor at least breaks even on the property.",https://www.investopedia.com/terms/o/one-percent-rule.asp
One-Third Rule,The one-third rule estimates change inlabor productivitybased on changes in capital devoted to labor. The rule is used to determine the impact that changes in technology or capital have on production.,https://www.investopedia.com/terms/o/one-third-rule.asp
Opaque Pricing,"Opaque pricing is a way that companies can sell their merchandise at hidden, lower prices. Opaque pricing is a type ofprice discrimination, with the target customer being the one who will purchase a product or service primarily based on price (price-conscious customer)—and not based on the company’s amenities, reputation, etc.",https://www.investopedia.com/terms/o/opaque-pricing.asp
OPEC Basket,"The OPEC Basket is a weighted average of oil prices from the different OPEC members around the world. Members of theOrganization of the Petroleum Exporting Countries(OPEC) contribute data that forms the basis of the basket. The basket is a benchmark, or reference point, for those monitoring the oil price and the stability of the global oil market.",https://www.investopedia.com/terms/o/opecbasket.asp
Open-End Credit,"Open-end credit is a loan from a bank or other financial institution that the borrowercan draw on repeatedly, up to a certain pre-approved amount, and that has no fixed end date for full repayment. Open-end credit is also referred to as revolving credit. Credit cards are one common example.",https://www.investopedia.com/terms/o/openendcredit.asp
Open-End Fund,An open-end fund is a diversified portfolio of pooled investor money that can issue an unlimited number of shares.,https://www.investopedia.com/terms/o/open-endfund.asp
Open-End Management Company,An open-end management company is a type of investment company responsible for the management of open-end funds. Open-end management companies manage both open-end mutual funds andexchange traded funds(ETFs).,https://www.investopedia.com/terms/o/openendmanagementcompany.asp
Open House,Buying a house is often the largest single purchase that someone will make. An open house allows prospective buyers to tour properties in person before committing to the sale.,https://www.investopedia.com/terms/o/open-house.asp
Open Loop Card,"An open loop card is a general-purpose charge card that can be used anywhere that brand of card is accepted. It usually bears the logo of the card brand or network (which processes the actual transactions), such as Visa, Mastercard, American Express, or Discover. In the case of cards offered through financial institutions, like Visas or Mastercards, it often shows the name of the issuing bank or credit union as well.",https://www.investopedia.com/terms/o/open-loop-card.asp
Open Market,"An open market is an economic system with little to no barriers to free-market activity. An open market is characterized by the absence of tariffs, taxes, licensing requirements,subsidies, unionization, and any other regulations or practices that interfere with free-market activity. Open markets may have competitivebarriers to entry, but never any regulatory barriers to entry.",https://www.investopedia.com/terms/o/open-market.asp
Open-Market Rate,"The open-market rate is the rate of interest paid on any debt security that trades in theopen market. Interest rates for such debt instruments as commercial paper and banker's acceptances would fall under the category of open-market rates. Debt securities include government bonds, corporate bonds, certificate of deposit (CD), municipal bonds and preferred stock.",https://www.investopedia.com/terms/o/open-market-rate.asp
Open Order,"An open order is an un-filled, or working order that is to beexecutedwhen an, as yet, unmet requirement has been met before it is cancelled by the customer or expires. The customer has the flexibility to place an order to buy or sell a security that remains in effect until their specified condition has been satisfied.",https://www.investopedia.com/terms/o/openorder.asp
Open Position,"An open position in investing is any established or entered trade that has yet to close with an opposing trade. An open position can exist following a buy, along position, a sell, or ashort position. In any case, the position remains open until an opposing trade takes place.",https://www.investopedia.com/terms/o/open-position.asp
Open Source,Open source refers to a software program or platform with source code that is readily accessible and can be modified or enhanced by anyone.,https://www.investopedia.com/terms/o/open-source.asp
Open Trade Equity (OTE),"Open trade equity (OTE) is the net ofunrealized gain or losson open derivatives positions. Put differently, OTE is the paper gains and losses represented by the present market value and the price paid (or received) for a position. Once the position is closed, the gain or loss will becomerealized.",https://www.investopedia.com/terms/o/open-trade-equity-ote.asp
Opening Cross,The Opening Cross is a process the Nasdaq uses to determine the opening price of stocks. It matches buy and sell orders at the start of each trading day to establish a fair and orderly opening price for each stock.,https://www.investopedia.com/terms/o/opening-cross.asp
Operating Activities,"Operating activities are the functions of a business directly related to providing its goods and/or services to the market. These are the company's core business activities, such as manufacturing, distributing, marketing, and selling a product or service. Operating activities will generally provide the majority of a company’scash flowand largely determine whether it is profitable. Some common operating activities include cash receipts from goods sold, payments to employees, taxes, and payments to suppliers. These activities can be found on a company's financial statements and in particular the income statement and cash flow statement.",https://www.investopedia.com/terms/o/operating-activities.asp
Operating Cash Flow (OCF),"Amazon.com Inc. (AMZN) reported a staggering $115.9 billion in operating cash flow (OCF) in 2024, a third more than the year before.That's enough to buy every person in the state of California two new iPhone 16 Pros—with billions more left over.While OCF is a financial metric that's less glamorous than profit margins, it's arguably more important. We take you through the details below.",https://www.investopedia.com/terms/o/operatingcashflow.asp
